otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	Olin1	Olin2	Olin3	Olin4	Olin5	Olin6	Olin7	Olin8	Olin9	Olin10	Olin11	Olin12	Olin13	Olin14	Olin15	Olin16	Olin17	Olin18	Olin19	Olin20	Olin21	Olin22	Olin23	Olin24	Olin25	Olin26	Olin27	Olin28	Olin29	Olin30	Olin31	Olin32	Olin33	Olin34	Olin35	Olin36	Olin37	Olin38	Olin39	Olin40	Olin41	Olin42	Olin43	Olin44	Olin45	Olin46	Olin47	Olin48	Olin49	Olin50	Olin51	Olin52	Olin53	Olin54	Olin55	Olin56	Olin57	Olin58	Olin59	Olin60	Olin61	Olin62	Olin63	Olin64	Olin65	Olin66	Olin67	Olin68	Olin69	Olin70	Olin71	Olin72	Olin73	Olin74	Olin75	Olin76	Olin77	Olin78	Olin79	Olin80	Olin81	Olin82	Olin83	Olin84	Olin85	Olin86	Olin87	Olin88	
OTU_103	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	85.8227848101266	3.07267e-126	455.735			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	2	0	0	5	9	8	0	0	0	4	4	2	3	2	0	1	0	0	0	0	0	0	0	0	4	7	0	0	1	9	8	4	1	1	3	2	0	0	0	0	0	0	0	
OTU_104	rhodoblastus acidophilus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;superkingdom__bacteria	97.7272727272727	0	668.532760596302			3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	4	0	1	0	0	0	0	0	1	1	1	5	3	2	0	0	0	1	1	5	0	0	1	1	1	0	0	1	1	0	4	1	2	1	0	1	1	1	12	8	5	1	0	0	18	7	17	2	0	1	5	2	4	5	2	14	2	1	0	6	2	
OTU_105	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	86.4321608040201	1.40267708046482e-130	470.16219247407			0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	2	5	0	0	0	0	1	0	3	0	0	0	0	0	0	0	8	1	0	0	3	0	0	0	2	12	6	10	6	0	0	4	9	6	2	10	0	0	1	0	0	0	2	0	0	1	1	1	0	3	1	0	1	4	0	6	2	1	1	1	2	1	5	1	0	0	0	0	0	0	0	
OTU_106	uncultured spirochaeta sp. ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta spp.;superkingdom__bacteria	93.9086294416244	1.14305753282467e-169	600.004746154077			11	1	0	0	1	1	4	1	0	1	2	5	0	0	1	2	0	4	5	0	0	0	0	0	0	2	9	0	0	0	8	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
OTU_107	eu597423.1 rhodopseudomonas palustris str. rld_119  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas palustris;superkingdom__bacteria	97.9695431472081	0	675.746235800747			206	208	295	268	182	201	40	113	60	42	231	281	96	178	134	54	75	255	144	143	287	116	22	13	40	174	170	82	99	122	123	118	115	105	65	219	225	521	87	108	71	25	61	106	229	186	57	53	192	404	198	64	42	0	137	96	281	488	219	56	435	364	25	40	27	45	35	22	54	135	84	118	68	73	178	104	104	151	123	68	308	86	161	266	113	75	182	124	
OTU_108	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	87.0558375634518	3.25359153827709e-132	475.572298877403			1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	6	6	1	0	0	0	0	0	1	0	0	1	2	0	4	1	0	4	1	0	3	3	1	2	3	4	3	2	0	0	5	3	2	1	3	2	0	0	1	3	0	1	1	1	7	13	3	3	1	5	14	12	5	3	10	12	3	10	12	12	0	13	23	
OTU_109	paludibacter propionicigenes ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__paludibacter;s__paludibacter propionicigenes;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.8987341772152	8.23057425878813e-159	563.937370131852			5	2	1	1	1	3	2	1	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	9	3	1	0	2	6	4	3	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	2	3	0	1	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	7	0	
OTU_110	rhodoblastus acidophilus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;superkingdom__bacteria	91.3746630727763	1.04190092896397e-145	520.656518905183			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
OTU_111	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.3553299492386	1.3937596202092e-149	533.280100512962			0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	4	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	2	6	0	0	0	1	4	3	2	0	1	8	2	3	2	3	0	8	1	
OTU_112	No hits found						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	
OTU_113	rhodopseudomonas palustris ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas palustris;superkingdom__bacteria	87.8481012658228	1.48943767541208e-136	489.999249286293			1	0	2	0	0	0	0	0	0	0	7	2	0	0	1	0	0	4	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	1	1	0	0	0	0	0	1	2	2	4	1	0	1	5	5	6	1	3	0	2	0	1	2	1	0	2	2	0	1	0	0	1	0	0	1	1	2	2	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	
OTU_114	cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas spp.;superkingdom__bacteria	96.7005076142132	0	652.302441386301			1	0	1	2	2	7	0	1	2	1	1	4	25	20	23	1	3	1	2	15	10	18	1	0	0	3	1	6	7	18	1	0	0	3	0	13	9	19	6	6	9	3	4	1	1	4	4	5	16	7	15	7	7	0	7	7	6	11	5	1	2	2	3	3	0	2	2	3	5	11	9	12	24	9	9	7	16	13	17	14	12	3	7	14	2	0	13	5	
OTU_115	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.1919191919192	6.35690491153033e-173	610.824958960744			68	111	168	70	33	78	14	24	17	32	73	114	34	59	60	29	36	113	114	24	19	17	16	11	26	44	65	12	24	34	32	27	44	112	132	106	128	177	152	164	66	14	62	61	50	76	62	72	34	27	31	80	38	0	29	32	24	17	14	50	22	20	34	27	48	30	31	33	17	50	73	56	51	39	56	53	65	46	38	65	32	20	49	39	28	0	51	67	
OTU_116	uncultured acetobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;superkingdom__bacteria	87.4269005847953	2.56598314148992e-115	419.667866042956			99	10	19	20	13	14	18	22	12	2	7	16	4	1	4	5	4	40	21	15	3	5	4	5	1	110	195	8	40	54	13	9	23	7	6	3	2	0	5	3	2	16	76	15	7	11	8	5	38	64	45	15	25	0	16	19	115	42	66	32	25	48	4	4	2	1	1	3	41	104	189	0	19	4	135	127	197	14	49	36	203	35	31	116	99	2	265	48	
OTU_117	am490633.1 ochrobactrum intermedium str. tk 14  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__brucellaceae;g__ochrobactrum;s__ochrobactrum intermedium;superkingdom__bacteria	87.8481012658228	1.48943767541208e-136	489.999249286293			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	3	7	2	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	4	1	2	0	0	0	1	7	13	1	0	0	7	1	9	1	0	1	0	0	0	0	0	
OTU_118	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	82.0707070707071	8.76258690292926e-108	394.420702827399			0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	3	0	0	0	0	0	0	0	1	1	4	2	3	0	3	0	0	1	1	5	6	1	2	2	0	0	1	1	
OTU_119	af025373.1 citrobacter werkmanii str. cdc 0876_58  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__citrobacter;s__citrobacter werkmanii;superkingdom__bacteria	96.4556962025317	0	650.49907258519			0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	1	2	0	2	0	1	0	0	3	3	2	1	1	0	2	1	0	0	0	0	0	1	0	1	2	6	2	0	3	2	1	1	9	3	3	1	1	2	1	0	2	1	
OTU_120	ab078817.1 propionicimonas paludicola str. k2  ;k__bacteria;p__actinobacteria;c__actinobacteria;o__actinomycetales;f__nocardioidaceae;g__propionicimonas;s__propionicimonas paludicola;superkingdom__bacteria;subclass  actinobacteridae;suborder__propionibacterineae	98	0	679.35297340297			3	1	0	1	0	0	0	1	0	0	4	6	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	2	1	0	3	0	0	0	0	0	0	3	0	2	1	1	0	2	0	0	0	0	2	2	4	0	0	0	0	0	1	0	0	0	2	0	0	1	1	1	0	0	2	0	0	0	1	1	0	2	1	
OTU_121	uncultured salinibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidetes;o__bacteroidetes order ii. incertae sedis;f__rhodothermaceae;g__salinibacter;s__salinibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	81.7721518987342	1.93008820691393e-103	379.99375241851			0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	2	1	3	0	0	0	0	0	0	0	3	5	0	1	0	1	7	3	1	1	1	5	2	1	5	1	0	5	2	
OTU_122	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	92.4242424242424	1.07647e-163	580.168			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	5	8	0	0	0	1	5	1	5	0	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	2	1	0	0	1	2	1	4	0	0	0	1	0	0	0	0	
OTU_123	am947938.1 rhodopseudomonas pangongensis str. ja310  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas pangongensis;superkingdom__bacteria	89.8989898989899	1.69795e-148	529.673			0	1	2	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	0	5	1	2	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	1	4	0	0	1	2	1	2	4	3	0	8	3	
OTU_124	No hits found						0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
OTU_125	uncultured steroidobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__sinobacteraceae;g__steroidobacter;s__steroidobacter spp.;superkingdom__bacteria	85.8585858585859	3.07267e-126	455.735			0	1	1	0	0	0	0	1	0	0	3	2	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	4	0	0	0	1	0	0	1	0	2	2	0	0	1	0	0	0	2	0	0	1	0	0	0	1	2	0	1	2	0	3	0	1	3	1	2	1	10	1	0	1	0	0	0	0	0	
OTU_126	uncultured prolixibacter sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__prolixibacteraceae;g__prolixibacter;s__prolixibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.6428571428571	1.80132e-173	612.628			7	0	3	1	0	0	4	2	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	7	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	0	
OTU_127	pleomorphomonas sp. r5_392 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas sp.;superkingdom__bacteria	96.1928934010152	0	639.679			0	1	0	10	1	4	0	0	0	1	0	0	12	2	2	0	0	0	0	0	3	4	0	0	0	0	1	0	2	3	0	0	0	0	0	0	1	2	1	7	0	0	1	1	1	2	2	3	2	2	4	4	0	0	1	3	2	0	1	0	0	0	3	0	0	1	0	0	1	2	0	0	2	0	1	1	1	0	1	0	5	0	1	0	3	0	16	3	
OTU_128	uncultured chlorobium sp. ;k__bacteria;p__chlorobi;c__chlorobia;o__chlorobiales;f__chlorobiaceae;g__chlorobium;s__chlorobium spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	83.7974683544304	2.69534605871303e-114	416.061128440734			1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	4	0	1	1	0	0	0	2	0	0	3	0	0	0	5	1	1	1	1	0	0	0	1	0	0	0	0	2	1	0	2	0	1	5	2	0	2	0	1	2	1	1	0	0	1	0	
OTU_129	ay281086.1 streptococcus sanguinis str. atcc 49296  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria	100	0	713.616980624082			0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	1	4	2	4	0	0	0	0	0	0	6	1	1	0	1	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
OTU_130	uncultured rhodothermus sp. ;k__bacteria;p__bacteroidetes;c__bacteroidetes;o__bacteroidetes order ii. incertae sedis;f__rhodothermaceae;g__rhodothermus;s__rhodothermus spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	83.7628865979381	4.00024823448279e-112	408.847653236289			0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	1	4	0	0	0	0	5	3	0	6	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	1	2	1	1	0	1	2	0	4	2	1	1	0	0	0	0	0	
OTU_131	nc_007925.1 rhodopseudomonas palustris str. bisb18  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas palustris;superkingdom__bacteria	96.9543147208122	0	657.712547789635			4	0	2	12	1	6	0	1	0	1	1	7	5	0	5	1	0	2	1	6	9	11	0	1	0	5	3	4	0	6	1	3	0	0	1	6	14	12	2	4	5	0	3	3	0	3	3	4	15	9	7	3	2	0	6	4	8	15	8	2	8	11	0	0	0	1	1	1	1	7	2	3	2	2	11	1	8	2	4	6	3	1	4	12	3	0	8	6	
OTU_132	methyloligella halotolerans ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__rhizobiales;g__methyloligella;s__methyloligella halotolerans;superkingdom__bacteria	85.7506361323155	1.0961752389514e-126	457.538610866291			0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	1	1	2	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
OTU_133	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	87.7284595300261	2.70780377177512e-133	479.179036479626			0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	1	1	0	0	2	3	5	4	0	2	0	1	0	0	1	
OTU_134	am084007.1 acidovorax sp. str. r_24613  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax caeni;superkingdom__bacteria	99.492385786802	0	702.797			4	2	2	8	3	8	1	6	1	1	2	0	0	1	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	1	5	2	2	5	4	3	3	1	0	1	1	1	1	4	1	1	1	0	0	0	1	0	1	0	2	0	0	0	0	1	1	0	1	3	0	0	2	4	1	0	1	0	0	0	2	1	16	6	17	20	12	2609	53	15	
OTU_135	eubacterium sp. oral clone ji012 ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__eubacteriaceae;g__eubacterium;s__eubacterium sp.;superkingdom__bacteria	85	6.89157e-91	338.516			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	1	1	1	6	5	0	0	2	2	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0	
OTU_136	rhodoblastus acidophilus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;superkingdom__bacteria	95.6852791878173	5.54082e-180	634.269			45	18	22	20	5	14	2	9	4	2	30	43	16	27	22	7	8	38	19	30	30	33	2	1	2	26	11	38	19	113	23	13	18	13	10	145	81	185	44	71	42	8	24	57	79	45	58	78	80	113	64	62	44	0	41	57	49	174	24	25	55	58	8	9	14	177	63	45	20	47	27	289	137	260	116	41	50	215	112	139	181	40	232	184	23	2	165	52	
OTU_137	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	88.0102040816327	3.48352e-138	495.409			1	0	0	0	2	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	3	0	1	1	2	0	1	0	1	2	0	1	4	0	0	0	
OTU_138	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	93.8775510204082	1.13676e-169	600.005			2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	6	2	2	1	2	0	2	1	0	0	1	0	0	0	0	2	5	0	1	0	1	1	0	1	0	0	0	0	4	0	4	0	2	0	
OTU_139	uncultured enterobacter sp. ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacteriales;f__enterobacteriaceae;g__enterobacter;s__enterobacter spp.;superkingdom__bacteria	88	2.39269e-140	502.623			0	5	2	9	5	2	0	0	0	1	1	5	0	1	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	5	0	0	0	3	3	0	0	1	3	3	0	2	2	1	1	0	3	0	2	0	1	2	1	2	1	1	6	5	1	6	0	5	2	2	5	2	6	4	4	4	1	0	1	1	11	
OTU_140	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	87.3417721518987	7.71547817407662e-134	480.982405280737			0	0	0	1	0	0	1	0	2	1	9	6	1	0	0	0	1	7	7	0	0	0	0	0	0	3	4	1	0	1	0	1	1	17	18	0	0	10	1	0	0	0	15	9	24	8	0	1	16	14	21	2	10	0	1	0	2	0	0	7	1	1	3	4	5	3	3	2	1	8	5	6	28	6	2	2	2	13	2	18	6	0	1	0	0	0	0	1	
OTU_141	uncultured pleomorphomonas sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas spp.;superkingdom__bacteria	85.5329949238579	1.07246809887357e-125	453.931873264069			2	1	0	1	0	1	0	0	1	0	2	0	1	0	0	1	0	1	0	1	0	0	0	0	1	3	4	0	2	4	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	5	0	2	1	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0	1	5	1	1	0	4	2	5	2	4	4	4	0	0	1	2	0	10	0	
OTU_142	bradyrhizobium sp. wbos16 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium sp.;superkingdom__bacteria	97.9695431472081	0	675.746235800747			3	0	3	2	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	1	3	0	0	0	0	2	2	2	1	1	0	2	0	2	0	1	0	4	0	0	2	0	0	1	0	1	3	0	1	7	2	2	1	0	0	4	3	3	3	1	3	4	0	0	0	6	1	1	2	2	0	6	4	4	4	2	1	4	6	3	3	0	2	6	0	1	5	3	
OTU_143	uncultured gemmatimonas sp. ;k__bacteria;p__gemmatimonadetes;c__gemmatimonadetes;o__gemmatimonadales;f__gemmatimonadaceae;g__gemmatimonas;s__gemmatimonas spp.;superkingdom__bacteria	83.375314861461	3.30169518871384e-113	412.454390838511			0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	2	5	3	2	4	0	0	5	2	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	1	1	3	1	0	0	3	5	0	7	0	0	0	0	0	0	0	0	
OTU_144	uncultured spirochaeta sp. ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta spp.;superkingdom__bacteria	96.9387755102041	0	654.105810187413			16	2	5	1	1	4	1	4	1	1	5	3	1	0	1	1	0	5	1	0	0	1	0	0	0	12	14	0	0	1	7	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	13	26	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
OTU_145	uncultured acetobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;superkingdom__bacteria	84.054054054054	2.06076291824284e-109	399.830809230733			5	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	4	0	0	0	0	0	5	0	
OTU_146	uncultured ancalomicrobium sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__hyphomicrobiaceae;g__ancalomicrobium;s__ancalomicrobium spp.;superkingdom__bacteria	91.8987341772152	2.87275269000279e-158	562.134001330741			0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	2	4	2	4	5	3	0	0	0	1	3	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	
