,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id
2965,OTU_44,-1.54088079720755,1.61954359502972,-0.884557916363341,0.0106081956810184,0.0512564401237296,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,perturbed G,perturbed M,species,pG_vs_pM
2966,OTU_482,0.0925860397316036,4.29374469457104,0.0187500238691324,0.545182394063064,0.734208947343241,bacteria,firmicutes,clostridia,clostridiales,lachnospiraceae,roseburia,roseburia spp.,perturbed G,perturbed M,species,pG_vs_pM
2967,OTU_488,0.256341457528968,3.26759211710165,0.0623634776961523,0.663598739125997,0.827413878917241,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,perturbed G,perturbed M,species,pG_vs_pM
2968,OTU_5,-1.74296370456117,1.36549321148232,-1.16024493792048,0.00206046100890629,0.016049903204565,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,perturbed G,perturbed M,species,pG_vs_pM
2969,OTU_50,-1.6349842175512,2.98658823219784,-0.459766582465496,0.0910208700977311,0.242807711834304,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium straminoryzae,perturbed G,perturbed M,species,pG_vs_pM
2970,OTU_501,-0.0688842477820577,4.38084049657901,-0.0130588187889393,0.523925907381083,0.71825085317433,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,pantoea agglomerans,perturbed G,perturbed M,species,pG_vs_pM
2971,OTU_505,-0.104471320928324,4.22398903915899,-0.0235941440351473,0.533512181249898,0.726269787207213,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus spp.,perturbed G,perturbed M,species,pG_vs_pM
2972,OTU_513,0.399786692069329,4.27580896813613,0.0828871748250655,0.503786021220669,0.696817971110366,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus spp.,perturbed G,perturbed M,species,pG_vs_pM
2973,OTU_53,-2.58846487968784,3.31938368100924,-0.709045756616501,0.0277523227210265,0.0967336395038594,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium yuanmingense,perturbed G,perturbed M,species,pG_vs_pM
2974,OTU_536,0.115457114573482,4.31981348462657,0.0235052551642703,0.559478311902124,0.750801602307377,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas sp.,perturbed G,perturbed M,species,pG_vs_pM
2975,OTU_543,-1.3163034990347,3.66022497953339,-0.307168856452244,0.266517627681243,0.477203661521655,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,perturbed G,perturbed M,species,pG_vs_pM
2976,OTU_569,0.459550388166122,1.32207212615387,0.332684202562162,0.328759464320845,0.538927586697126,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter spp.,perturbed G,perturbed M,species,pG_vs_pM
2977,OTU_571,-0.0378222263270853,4.14800567321521,-0.00777809113279407,0.536623621566211,0.728171680710716,bacteria,proteobacteria,alphaproteobacteria,alphaproteobacteria,alphaproteobacteria,hartmannibacter,stappia sp.,perturbed G,perturbed M,species,pG_vs_pM
2978,OTU_589,-2.06041603329449,2.49172504531387,-0.739247978655902,0.018721831136961,0.0728877594989141,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas rhenobacensis,perturbed G,perturbed M,species,pG_vs_pM
2979,OTU_594,0.66820995421112,4.19398789266052,0.134771967421217,0.487758366011428,0.681060459843449,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas spp.,perturbed G,perturbed M,species,pG_vs_pM
2980,OTU_595,-0.552640640851187,2.50122158043344,-0.180872838785474,0.445125738307997,0.654757736973839,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium spp.,perturbed G,perturbed M,species,pG_vs_pM
2981,OTU_596,1.75004018819486,3.17622762334192,0.475756065692275,0.124425574560048,0.26841053890279,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,clostridium,clostridium sp.,perturbed G,perturbed M,species,pG_vs_pM
2982,OTU_6,2.69517390764523,1.03036867272296,2.59867019519046,1.07094413192138e-06,7.09031438662421e-05,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,perturbed G,perturbed M,species,pG_vs_pM
2983,OTU_64,-2.62615066404834,3.419622530936,-0.696266819387602,0.0224032792486824,0.0864161669894197,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,methylocella,methylocella palustris,perturbed G,perturbed M,species,pG_vs_pM
2984,OTU_640,-1.12198620249379,1.17995851900518,-0.881058668100674,0.0127584836081942,0.0587995124683115,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,perturbed G,perturbed M,species,pG_vs_pM
2985,OTU_65,0.936633434656959,4.32267014541317,0.186889018522343,0.442394476502095,0.64447057398937,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,fibrobacter spp.,perturbed G,perturbed M,species,pG_vs_pM
2986,OTU_66,0.3973437187139,4.34513645775463,0.0751681616141099,0.502445151832956,0.698478336522543,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingobium,sphingobium yanoikuyae,perturbed G,perturbed M,species,pG_vs_pM
2987,OTU_68,0.0140675458046884,3.95853788611279,0.00340875973680201,0.578942100973465,0.764015613079676,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides fragilis,perturbed G,perturbed M,species,pG_vs_pM
2988,OTU_7,-1.4235173216553,2.01170615494875,-0.687992942843563,0.0203507918921837,0.0848638449493621,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter werkmanii,perturbed G,perturbed M,species,pG_vs_pM
2989,OTU_70,-0.832826498106547,2.97129551254572,-0.223478851000798,0.386198808796534,0.605166089323917,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,enterobacter spp.,perturbed G,perturbed M,species,pG_vs_pM
2990,OTU_72,1.12367128153361,2.15243305852721,0.441538061514623,0.137970012085102,0.319694003994702,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,perturbed G,perturbed M,species,pG_vs_pM
2991,OTU_78,0.36887529825179,4.45097078972104,0.0727938683591079,0.525081854745067,0.712839531972406,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio sodomensis,perturbed G,perturbed M,species,pG_vs_pM
2992,OTU_8,-0.408607407068012,1.43435617856005,-0.259809720453433,0.408705576157589,0.646737653737045,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,perturbed G,perturbed M,species,pG_vs_pM
2993,OTU_81,-1.89112548192664,2.76908205457713,-0.613358242856105,0.0494752603030299,0.14380619399762,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium petrolearium,perturbed G,perturbed M,species,pG_vs_pM
2994,OTU_85,0.607865769156742,4.28874861097431,0.125793582218762,0.47074773718676,0.67181521907286,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,rhodothermus spp.,perturbed G,perturbed M,species,pG_vs_pM
2995,OTU_86,-0.051932110152288,3.79903423803489,-0.0110088278378628,0.570895051173083,0.756391338035907,bacteria,chlorobi,chlorobia,chlorobiales,chlorobiaceae,chlorobium,chlorobium spp.,perturbed G,perturbed M,species,pG_vs_pM
2996,OTU_9,0.939718016491109,0.997164635474903,0.892485101857652,0.0171127997053424,0.0682371027727332,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,perturbed G,perturbed M,species,pG_vs_pM
2997,OTU_93,0.800703839999256,4.21797151382906,0.165258577483971,0.442724382025297,0.638899676959006,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides caccae,perturbed G,perturbed M,species,pG_vs_pM
2998,OTU_96,-0.710540164548052,4.35583221366711,-0.138683674793428,0.500131251303549,0.695029024290181,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium rectale,perturbed G,perturbed M,species,pG_vs_pM
2999,OTU_98,-0.0133958521188413,4.09559778067723,-0.00328344292291175,0.62753055740867,0.803241125674349,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter korlensis,perturbed G,perturbed M,species,pG_vs_pM
3000,OTU_10,0.277703794116579,2.14653852451889,0.115121141336309,0.643395138446155,0.822522291791294,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3001,OTU_11,-0.797356695716931,1.86194407543239,-0.391399001816076,0.217547968386439,0.448709364489637,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3002,OTU_12,1.74863983886673,2.33671116908853,0.725487606311418,0.0295137972809261,0.130970372846907,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3003,OTU_121,-0.178066612719784,4.38750317239086,-0.0354618297391314,0.510416647560274,0.710307546820718,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,salinibacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3004,OTU_125,-0.184139438412307,4.40718549923549,-0.0368256887560958,0.529915760777115,0.723397174969416,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,sinobacteraceae,steroidobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3005,OTU_126,0.898678606530073,3.74030045914875,0.207311200325204,0.410607365847237,0.622407922067866,bacteria,bacteroidetes,bacteroidia,bacteroidales,prolixibacteraceae,prolixibacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3006,OTU_129,0.196237122382855,4.07647901694768,0.0445147316879814,0.526669536816663,0.724564659655482,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3007,OTU_134,-0.0870473984576101,3.65816141187608,-0.0192880628964494,0.661698786608465,0.829438862630809,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,acidovorax,NA,perturbed G,perturbed M,genus,pG_vs_pM
3008,OTU_14,-2.78444265579212,1.38608249591273,-1.92385288363251,1.64605888121839e-05,0.00042184261664532,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3009,OTU_143,-0.188395095702255,4.32415871363101,-0.0384051487173497,0.533061169547911,0.722852828624186,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3010,OTU_148,-1.80033223064088,3.75709371160188,-0.407877075570267,0.14015336837076,0.332457124018205,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,pseudochrobactrum,NA,perturbed G,perturbed M,genus,pG_vs_pM
3011,OTU_15,0.891894476482933,1.63893306515493,0.501370222377288,0.142558985502316,0.33627380764491,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,NA,perturbed G,perturbed M,genus,pG_vs_pM
3012,OTU_151,-0.786194030100329,4.38128558615516,-0.14846461139275,0.484288176421774,0.684034359127562,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,NA,perturbed G,perturbed M,genus,pG_vs_pM
3013,OTU_159,0.0884423630658331,4.45445853993509,0.0179360811658859,0.523331169503535,0.725228878480782,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,porphyromonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3014,OTU_16,-0.22036122859065,2.18368544578728,-0.0804932569680828,0.6109015493189,0.799530977054596,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3015,OTU_169,-0.1437490298475,3.97706378535248,-0.0310581009661712,0.546230252248761,0.740800466561059,bacteria,bacteroidetes,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,sphingobacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3016,OTU_17,1.24102697749851,3.76684211987462,0.289740128576441,0.28933499620584,0.531389998862512,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,cloacibacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3017,OTU_173,-1.17175007434248,4.4075465108983,-0.237868347211983,0.38656291796775,0.595356881800898,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3018,OTU_179,0.0844560915639834,4.57639980053092,0.0159622017962284,0.541294358017807,0.734691755405427,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,nitrobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3019,OTU_180,0.0182669212255879,4.44713928204227,0.00439645507052852,0.530913389612138,0.729494190007627,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3020,OTU_193,0.0485865157037813,4.38966358498078,0.00807475566435358,0.538637211018891,0.731620600843387,bacteria,firmicutes,bacilli,bacillales,staphylococcaceae,staphylococcus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3021,OTU_196,0.0396429709794228,1.5591020356879,0.0216628630003227,0.603856202822618,0.783258590821189,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,NA,perturbed G,perturbed M,genus,pG_vs_pM
3022,OTU_2,-1.9720490504132,1.3364757643331,-1.40039378845058,0.000390145391020341,0.00428412035941686,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3023,OTU_20,-0.307362527312715,2.870966417448,-0.0850331829402826,0.620129633053714,0.803707229276898,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3024,OTU_209,-0.43247820623497,4.39894523870025,-0.0888190027037939,0.50236473709357,0.702930943367723,bacteria,proteobacteria,gammaproteobacteria,chromatiales,ectothiorhodospiraceae,thioalkalivibrio,NA,perturbed G,perturbed M,genus,pG_vs_pM
3025,OTU_21,0.0571422471192653,4.38509072913364,0.0131943799794776,0.508474509606694,0.706074114421647,bacteria,proteobacteria,gammaproteobacteria,xanthomonadales,xanthomonadaceae,stenotrophomonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3026,OTU_210,0.890887896420208,4.48398423124109,0.174267946830492,0.459666378714837,0.657839502581684,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,elizabethkingia,NA,perturbed G,perturbed M,genus,pG_vs_pM
3027,OTU_214,-0.435936218329124,3.81834326433482,-0.0925573048199032,0.517013180452607,0.718941902167108,bacteria,proteobacteria,betaproteobacteria,neisseriales,neisseriaceae,stenoxybacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3028,OTU_22,0.839031503404748,2.34322278928687,0.328584599746433,0.282660809509511,0.535407800520111,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3029,OTU_232,0.727574480323642,4.05245098868165,0.15024118183046,0.464921618427339,0.668132420269274,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,NA,perturbed G,perturbed M,genus,pG_vs_pM
3030,OTU_25,0.565692869560221,2.76522268280982,0.171599243030515,0.44649609785826,0.655129856311796,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,NA,perturbed G,perturbed M,genus,pG_vs_pM
3031,OTU_256,-0.453060340003366,4.38364616494134,-0.0910527874902827,0.49673809129355,0.696092410119119,bacteria,proteobacteria,betaproteobacteria,burkholderiales,comamonadaceae,hydrogenophaga,NA,perturbed G,perturbed M,genus,pG_vs_pM
3032,OTU_26,-0.0817370109182907,4.45195467649193,-0.0164796000289413,0.589816600077806,0.77702083836773,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,moraxellaceae,acinetobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3033,OTU_281,0.000419276200253726,4.38508912679558,4.77133228669613e-05,0.524563994089098,0.722750808334407,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,NA,perturbed G,perturbed M,genus,pG_vs_pM
3034,OTU_284,0.683227837875345,1.6237982616603,0.399240626601928,0.255754534871509,0.484157550099249,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,NA,perturbed G,perturbed M,genus,pG_vs_pM
3035,OTU_285,0.135253359611371,4.13084093623414,0.0298826714788868,0.542643604880783,0.734192538653943,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,inquilinus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3036,OTU_286,-0.248902895451566,4.12734022086906,-0.0513249253233953,0.524441081061891,0.722432605848735,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylopila,NA,perturbed G,perturbed M,genus,pG_vs_pM
3037,OTU_29,-0.155143703217946,4.03523845806074,-0.0337047700391737,0.546743970392241,0.744777276773962,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,dechloromonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3038,OTU_303,0.259102014548114,4.35814690682872,0.0515768353998092,0.534542891016643,0.725751125636524,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,moraxellaceae,enhydrobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3039,OTU_309,0.0801195339269052,4.40173210199774,0.0160547832550588,0.528216991179503,0.7245761400142,bacteria,proteobacteria,gammaproteobacteria,aeromonadales,aeromonadaceae,aeromonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3040,OTU_31,0.0970914933184579,4.46187779977116,0.0176748324215132,0.517412103443736,0.718154474262786,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,zoogloea,NA,perturbed G,perturbed M,genus,pG_vs_pM
3041,OTU_32,2.25215384970508,3.75873481983065,0.516815269545533,0.0947747874013186,0.233935076763908,bacteria,actinobacteria,actinobacteria,actinomycetales,propionibacteriaceae,propionibacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3042,OTU_322,-1.26731818798337,4.17389075571901,-0.262106481166803,0.353173601670909,0.571769911010806,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,oligotropha,NA,perturbed G,perturbed M,genus,pG_vs_pM
3043,OTU_336,0.01794780963617,4.35667912606086,0.00183289207449767,0.512049568146216,0.709878188666701,bacteria,actinobacteria,actinobacteria,actinomycetales,corynebacteriaceae,corynebacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3044,OTU_34,-1.06849420622839,2.73689758452653,-0.347621546637443,0.238047245794991,0.471115675008591,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,rhodoplanes,NA,perturbed G,perturbed M,genus,pG_vs_pM
3045,OTU_384,-0.469617470424418,4.40015934088653,-0.0952839157981806,0.511761965655828,0.706391332613748,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,phyllobacteriaceae,phyllobacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3046,OTU_4,-3.09654315833258,1.65912203510546,-1.80497278523481,2.04914213529101e-05,0.00052000128162513,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3047,OTU_43,-0.432213300078208,2.86851483849974,-0.117656975125644,0.597569771862274,0.792471432854531,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,NA,perturbed G,perturbed M,genus,pG_vs_pM
3048,OTU_437,-1.8697368771663,1.26663187603603,-1.41527459698242,0.000327816146701596,0.00374045345558972,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3049,OTU_482,-0.221218008241785,4.40299176978774,-0.0426922325594315,0.524654448929721,0.722726223072805,bacteria,firmicutes,clostridia,clostridiales,lachnospiraceae,roseburia,NA,perturbed G,perturbed M,genus,pG_vs_pM
3050,OTU_488,-0.0737563289245831,3.42423023511299,-0.0181799436051656,0.693915747464274,0.855246239447181,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,NA,perturbed G,perturbed M,genus,pG_vs_pM
3051,OTU_5,-2.11625477977696,1.52102653976358,-1.2864860323263,0.000824025684908711,0.00777832229511461,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3052,OTU_50,-2.27486723632181,2.74856346614674,-0.746924174996115,0.0129610333131668,0.0600458554577576,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3053,OTU_501,-0.486129474341569,4.46802957683995,-0.0882793931782228,0.516175753913606,0.710439564208151,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,NA,perturbed G,perturbed M,genus,pG_vs_pM
3054,OTU_513,-0.0204992592676669,4.32329032695077,-0.00474296046484976,0.518823635174894,0.717149984793129,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3055,OTU_53,-1.79015816881546,2.20898558763037,-0.714586028355756,0.0187127806236031,0.0761612742747102,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3056,OTU_536,0.307454941334262,4.26728227724789,0.0618789659410381,0.56432713423338,0.759721431473125,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,NA,perturbed G,perturbed M,genus,pG_vs_pM
3057,OTU_543,-1.71500260397669,3.76310135204185,-0.40098821445047,0.177505013024397,0.364321580447001,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,NA,perturbed G,perturbed M,genus,pG_vs_pM
3058,OTU_569,0.13182370678494,1.48164004032232,0.0891196592777518,0.584582875396242,0.771855227341348,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3059,OTU_571,-0.371669997030957,4.05819274995256,-0.0797658201895562,0.531986498559994,0.724117169114374,bacteria,proteobacteria,alphaproteobacteria,alphaproteobacteria,alphaproteobacteria,hartmannibacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3060,OTU_596,1.42008803749345,3.220742440227,0.37154577971441,0.211210429427888,0.390939794041226,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,clostridium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3061,OTU_6,2.39703364458985,1.24803093084931,1.86693963594944,2.87845819545914e-05,0.000378204122671509,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,NA,perturbed G,perturbed M,genus,pG_vs_pM
3062,OTU_64,-2.93864598084082,3.51853540415461,-0.765680810505565,0.0153906830818932,0.0657558588468434,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,methylocella,NA,perturbed G,perturbed M,genus,pG_vs_pM
3063,OTU_640,-1.42846264951566,1.39454496715397,-0.983141843550552,0.00659657357045969,0.0359240009810417,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,NA,perturbed G,perturbed M,genus,pG_vs_pM
3064,OTU_65,0.61611128821665,4.34851976338005,0.116485368221377,0.529212225182275,0.722097967302917,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3065,OTU_66,0.0443015393607764,4.4435828340465,0.00991504143704381,0.523877029283814,0.720400198739318,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,sphingomonadaceae,sphingobium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3066,OTU_7,-1.88052627323767,2.21553374773707,-0.81998383663758,0.00977793071109803,0.0504870343235163,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3067,OTU_70,-1.2138539426352,2.99529443987734,-0.342371462706631,0.230163852233377,0.43987124123864,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,NA,perturbed G,perturbed M,genus,pG_vs_pM
3068,OTU_72,0.769860629313091,2.36320411057381,0.272040864165593,0.332816944732478,0.556310561462885,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,NA,perturbed G,perturbed M,genus,pG_vs_pM
3069,OTU_8,-0.744668984693326,1.57142037450631,-0.441687591138978,0.191286024179078,0.408055943622293,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,NA,perturbed G,perturbed M,genus,pG_vs_pM
3070,OTU_85,0.275305234657188,4.32302851475209,0.0538143809964515,0.53457397798056,0.728560521526718,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,NA,perturbed G,perturbed M,genus,pG_vs_pM
3071,OTU_86,-0.416115251233705,3.57130804251033,-0.0929968440171147,0.524906671804437,0.722742884461301,bacteria,chlorobi,chlorobia,chlorobiales,chlorobiaceae,chlorobium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3072,OTU_9,0.581783995474834,1.21129693208223,0.442907513236333,0.193556876896155,0.384448500137939,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,NA,perturbed G,perturbed M,genus,pG_vs_pM
3073,OTU_10,0.351228281960832,2.33600755625482,0.142278104570558,0.5976027255824,0.786574059761337,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,NA,NA,perturbed G,perturbed M,family,pG_vs_pM
3074,OTU_11,-0.73403643352265,1.95353367536077,-0.354109763215158,0.273237091351239,0.504085378250189,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,NA,NA,perturbed G,perturbed M,family,pG_vs_pM
3075,OTU_12,1.89829544743055,2.41334570115756,0.72513767154791,0.0344520693332781,0.135918573292327,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,NA,NA,perturbed G,perturbed M,family,pG_vs_pM
