,OTU,ancom_beta,ancom_se,ancom_W,ancom_p_val,ancom_q_val,ancom_diff_abn,kingdom,phylum,class,order,family,genus,species,ancom_positive,ancom_negative,taxrank,test_id
723,OTU_5,-1.39308248684243,0.262229834574388,-5.31244848284891,1.08162009648403e-07,4.86729043417814e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,NA,.clusterperturbed M,early,genus,pG_vs_pM
724,OTU_50,-1.15854900872723,0.298422496992041,-3.88224420211232,0.000103496863560621,0.00424337140598545,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,NA,.clusterperturbed M,early,genus,pG_vs_pM
725,OTU_53,-0.992109097298601,0.225203957208338,-4.40538039205409,1.05598406363579e-05,0.000443513306727031,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,NA,.clusterperturbed M,early,genus,pG_vs_pM
726,OTU_6,1.71252022474476,0.162180582203737,10.559341947567,4.59874301877833e-26,2.29937150938917e-24,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,NA,.clusterperturbed M,early,genus,pG_vs_pM
727,OTU_64,-1.16209994691202,0.256592432696558,-4.52897201487739,5.92713478614524e-06,0.000254866795804245,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,methylocella,NA,.clusterperturbed M,early,genus,pG_vs_pM
728,OTU_640,-0.962903652327782,0.207057717860249,-4.65041178990333,3.31272913315214e-06,0.000145760081858694,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,NA,.clusterperturbed M,early,genus,pG_vs_pM
729,OTU_7,-1.51317526450566,0.442784632457017,-3.41740691430285,0.000632207094734557,0.0252882837893823,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,NA,.clusterperturbed M,early,genus,pG_vs_pM
730,OTU_14,-1.68807938769747,0.206310545822639,-8.18222539699293,2.78649211796405e-16,9.19542398928137e-15,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
731,OTU_2,-1.24653729087589,0.188965726454459,-6.59663164460836,4.20604037686715e-11,1.30387251682882e-09,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
732,OTU_32,0.764981081766414,0.237245927297537,3.22442239780593,0.00126227062531348,0.0328190362581504,TRUE,bacteria,actinobacteria,actinobacteria,actinomycetales,propionibacteriaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
733,OTU_4,-2.03021506852778,0.270979389302651,-7.49213832739239,6.77604508666714e-14,2.16833442773349e-12,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
734,OTU_437,-1.16503392809786,0.182776703303725,-6.37408327778999,1.8406056106225e-10,5.52181683186749e-09,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
735,OTU_50,-1.07734882795853,0.309576213911589,-3.48007624470208,0.000501271106151685,0.0135343198660955,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
736,OTU_6,1.79350549465859,0.162440605291565,11.0409924380633,2.42341547198346e-28,8.23961260474375e-27,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
737,OTU_64,-1.13507101926875,0.280107177275188,-4.05227395567093,5.07222217997557e-05,0.00147094443219291,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
738,OTU_9,0.517807490028283,0.138018813948319,3.75171670597153,0.00017562785314599,0.00491757988808772,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,NA,NA,.clusterperturbed M,early,family,pG_vs_pM
739,OTU_2,-1.29917220213809,0.1947502627754,-6.67096507919165,2.54126691455056e-11,5.33666052055618e-10,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,NA,NA,NA,.clusterperturbed M,early,order,pG_vs_pM
740,OTU_4,-1.82259041648882,0.234509636853332,-7.7719211924272,7.73045425193345e-15,1.70069993542536e-13,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,NA,NA,NA,.clusterperturbed M,early,order,pG_vs_pM
741,OTU_6,1.64073605388585,0.164169182126008,9.99417815596173,1.61622293594837e-23,3.71731275268125e-22,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,NA,NA,NA,.clusterperturbed M,early,order,pG_vs_pM
742,OTU_7,-1.28216436690892,0.408406884576365,-3.13942887676561,0.00169277500877706,0.0321627251667642,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,NA,NA,NA,.clusterperturbed M,early,order,pG_vs_pM
743,OTU_9,0.485856300115633,0.128573863736077,3.77881076291638,0.000157579113840667,0.00315158227681333,TRUE,bacteria,firmicutes,clostridia,clostridiales,NA,NA,NA,.clusterperturbed M,early,order,pG_vs_pM
744,OTU_2,-1.36966784731737,0.204872247261625,-6.68547285259326,2.30180190390812e-11,3.68288304625299e-10,TRUE,bacteria,verrucomicrobia,opitutae,NA,NA,NA,NA,.clusterperturbed M,early,class,pG_vs_pM
745,OTU_7,-1.35229740855047,0.389174716753154,-3.47478227730865,0.000511268132579874,0.00766902198869811,TRUE,bacteria,proteobacteria,gammaproteobacteria,NA,NA,NA,NA,.clusterperturbed M,early,class,pG_vs_pM
746,OTU_9,0.415360654936353,0.128104320490629,3.24236257876046,0.00118543102273908,0.0165960343183471,TRUE,bacteria,firmicutes,clostridia,NA,NA,NA,NA,.clusterperturbed M,early,class,pG_vs_pM
747,OTU_104,1.92352902040492,0.312194760742528,6.16131102210035,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
748,OTU_106,-0.715121493603536,0.310559302679055,-2.3026890111953,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterrecovering M,early,OTU,rC_vs_rM
749,OTU_117,1.15956557150902,0.29517658319592,3.92837927370197,8.55202636152528e-05,0.0356619499275604,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum intermedium,.clusterrecovering M,early,OTU,rC_vs_rM
750,OTU_121,0.34453486812986,0.145625659256088,2.36589396326085,0,0,TRUE,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,salinibacter,salinibacter spp.,.clusterrecovering M,early,OTU,rC_vs_rM
751,OTU_136,1.76280318563703,0.307040469077622,5.74127309970784,9.39674044039566e-09,4.07818535113172e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
752,OTU_142,0.959644532716897,0.248795966703258,3.8571547016334,0.00011471456421324,0.0472624004558551,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,.clusterrecovering M,early,OTU,rC_vs_rM
753,OTU_149,0.205905432017871,0.125922551504719,1.63517518949062,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterrecovering M,early,OTU,rC_vs_rM
754,OTU_15,-2.74710286528199,0.266822277607991,-10.2956278235432,7.37369790269059e-25,3.28129556669731e-22,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterrecovering M,early,OTU,rC_vs_rM
755,OTU_161,-0.270333592287768,0.231991594926906,-1.165273217648,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
756,OTU_172,0.615339888240082,0.16644886130886,3.69687051867701,0,0,TRUE,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,.clusterrecovering M,early,OTU,rC_vs_rM
757,OTU_18,1.73193293038047,0.2646733526732,6.54366188695596,6.00304353643938e-11,2.63533611249689e-08,TRUE,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas veronii,.clusterrecovering M,early,OTU,rC_vs_rM
758,OTU_180,0.303988357319044,0.133294962120532,2.28056899137841,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,.clusterrecovering M,early,OTU,rC_vs_rM
759,OTU_182,-0.328257179160363,0.232959546056583,-1.40907374141531,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterrecovering M,early,OTU,rC_vs_rM
760,OTU_183,1.27971886155485,0.193679990111622,6.60738809836429,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
761,OTU_19,1.24355870170281,0.151160903367998,8.22672181758128,1.92406603307626e-16,8.54285318685858e-14,TRUE,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius,.clusterrecovering M,early,OTU,rC_vs_rM
762,OTU_207,0.205905432017871,0.18839918903395,1.09292101029568,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
763,OTU_210,-0.369354618082046,0.23830891069897,-1.54989847840231,0,0,TRUE,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,elizabethkingia,elizabethkingia meningoseptica,.clusterrecovering M,early,OTU,rC_vs_rM
764,OTU_213,1.68078665532463,0.273831801670074,6.13802577010293,8.35533110748115e-10,3.6345690317543e-07,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
765,OTU_217,-0.270333592287768,0.155734429835356,-1.73586272845104,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,.clusterrecovering M,early,OTU,rC_vs_rM
766,OTU_22,-1.59787249528407,0.410031215038138,-3.89695329692263,9.74103947844246e-05,0.0403279034407518,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
767,OTU_226,0.165358921207055,0.17609170053048,0.939050055788588,0,0,TRUE,bacteria,firmicutes,bacilli,lactobacillales,lactobacillaceae,lactobacillus,lactobacillus iners,.clusterrecovering M,early,OTU,rC_vs_rM
768,OTU_232,0.303988357319044,0.169414110477049,1.79435087468836,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio spp.,.clusterrecovering M,early,OTU,rC_vs_rM
769,OTU_244,-0.17131256649349,0.173137145370847,-0.98946165553643,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella spp.,.clusterrecovering M,early,OTU,rC_vs_rM
770,OTU_245,2.32753431198922,0.325037687182492,7.16081366491642,8.01996003593138e-13,3.54482233588167e-10,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
771,OTU_25,-1.3499546201798,0.335405272546023,-4.02484615084447,5.70125759768755e-05,0.0239452819102877,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,azospirillum amazonense,.clusterrecovering M,early,OTU,rC_vs_rM
772,OTU_257,-0.17131256649349,0.1909334656467,-0.897236982072506,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterrecovering M,early,OTU,rC_vs_rM
773,OTU_267,1.35477375716742,0.332790441453351,4.07095153109236,4.6821491645603e-05,0.0197118479827989,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium sp.,.clusterrecovering M,early,OTU,rC_vs_rM
774,OTU_272,0.165358921207055,0.114418429436182,1.44521229684668,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,parabacteroides distasonis,.clusterrecovering M,early,OTU,rC_vs_rM
775,OTU_282,0.234673639263049,0.153383485495174,1.52997983130611,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
776,OTU_299,0.165358921207055,0.127357681016329,1.2983820048188,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
777,OTU_323,1.15162547700864,0.180983966560077,6.36313535887922,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
778,OTU_326,0.373303075375039,0.212290012035631,1.75845802539398,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
779,OTU_328,0.303988357319044,0.155567186399495,1.95406476362185,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,.clusterrecovering M,early,OTU,rC_vs_rM
780,OTU_333,0.165358921207055,0.173421908169171,0.953506526094436,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
781,OTU_335,1.54527099443178,0.307429182495942,5.02642911738599,4.99697061707774e-07,0.000213370645349219,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
782,OTU_339,0.839580516764788,0.210370754803839,3.99095643093384,6.58073701082744e-05,0.027573288075367,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,.clusterrecovering M,early,OTU,rC_vs_rM
783,OTU_360,-0.17131256649349,0.140365730593178,-1.22047287304054,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,.clusterrecovering M,early,OTU,rC_vs_rM
784,OTU_370,1.90898140614837,0.357339185698362,5.34221121710335,9.18195768783369e-08,3.93905984808065e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
785,OTU_373,0.165358921207055,0.135307757052442,1.22209491021986,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
786,OTU_378,0.234673639263049,0.158392812053601,1.48159273277902,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
787,OTU_387,-0.17131256649349,0.146012640110608,-1.17327216577768,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
788,OTU_400,1.00640090525471,0.196795724332696,5.11393684322796,3.15512886117983e-07,0.000135039515258497,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
789,OTU_415,1.579596240417,0.339254213706922,4.65608436563619,3.22279915498244e-06,0.00136646684171256,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
790,OTU_417,1.66145898120011,0.347119228380602,4.78642162507457,1.69781195873729e-06,0.000721570082463347,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
791,OTU_418,0.425627889751493,0.165632783310441,2.56970800855137,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,.clusterrecovering M,early,OTU,rC_vs_rM
792,OTU_426,0.366849223261281,0.183116441602726,2.00336583678907,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
793,OTU_429,2.43141829030682,0.355190044697283,6.8454010088572,7.62619393509399e-12,3.36315152537645e-09,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
794,OTU_43,-1.50830911950997,0.428632547008915,-3.51888611827369,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus,.clusterrecovering M,early,OTU,rC_vs_rM
795,OTU_430,1.04206839964858,0.265491227202292,3.9250577528672,8.6708932591927e-05,0.0360709159582416,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
796,OTU_436,0.407395734072098,0.172626383809671,2.35998533411481,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,.clusterrecovering M,early,OTU,rC_vs_rM
797,OTU_437,-0.786210404811607,0.137861027971829,-5.70291993595364,1.17772309028708e-08,5.09954098094307e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterrecovering M,early,OTU,rC_vs_rM
798,OTU_464,1.02181597323743,0.204606377468035,4.9940573010588,5.91238432447212e-07,0.000251867572222512,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas spp.,.clusterrecovering M,early,OTU,rC_vs_rM
799,OTU_470,0.205905432017871,0.156239209055393,1.31788578080211,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
800,OTU_481,0.234673639263049,0.152482045076068,1.53902473662377,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
801,OTU_490,0.246451942828688,0.219538573637498,1.12259061697116,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylocystis,methylocystis sp.,.clusterrecovering M,early,OTU,rC_vs_rM
802,OTU_5,2.58861643112892,0.318804662642517,8.11975712548343,4.6711753129659e-16,2.06933066364389e-13,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
803,OTU_505,0.234673639263049,0.114580523574791,2.04811107456556,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus spp.,.clusterrecovering M,early,OTU,rC_vs_rM
804,OTU_515,1.21842725887472,0.290843220828287,4.18929227714086,2.79825796541828e-05,0.0118086486140651,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
805,OTU_525,0.165358921207055,0.135307757052442,1.22209491021986,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylocystis,methylocystis heyerii,.clusterrecovering M,early,OTU,rC_vs_rM
806,OTU_528,0.34453486812986,0.117362182683401,2.93565491244557,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
807,OTU_538,-0.229236153366085,0.181403968565413,-1.26367771983678,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
808,OTU_539,0.303988357319044,0.143611803130729,2.1167365821758,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
809,OTU_54,-1.1377024354959,0.28564135211546,-3.9829752487519,6.80578459997751e-05,0.028448179627906,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,.clusterrecovering M,early,OTU,rC_vs_rM
810,OTU_543,1.75406744200002,0.322312025089386,5.4421408618359,5.26440201152314e-08,2.26369286495495e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,.clusterrecovering M,early,OTU,rC_vs_rM
811,OTU_597,1.4852913630611,0.232111468255151,6.39904341748586,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
812,OTU_600,1.5723585504508,0.356813440839261,4.40666850091872,1.04972653813147e-05,0.00444034325629612,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
813,OTU_609,-0.17131256649349,0.168675600609553,-1.01563335701434,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterrecovering M,early,OTU,rC_vs_rM
814,OTU_613,0.303988357319044,0.181398302294555,1.67580596661498,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterrecovering M,early,OTU,rC_vs_rM
815,OTU_615,1.66257154454686,0.302364651187519,5.49856452471282,3.82895430941437e-08,1.65410826166701e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
816,OTU_639,-0.17131256649349,0.163508724230855,-1.04772737540057,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterrecovering M,early,OTU,rC_vs_rM
817,OTU_64,1.01574062306637,0.259723285551968,3.91085697575288,9.19692230098337e-05,0.038167227549081,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,methylocella,methylocella palustris,.clusterrecovering M,early,OTU,rC_vs_rM
818,OTU_71,1.40765760744868,0.258251558371364,5.45072260677118,5.01655657957984e-08,2.16213588579891e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
819,OTU_89,1.15747715526864,0.298696226438837,3.87509801870784,0.000106581788859513,0.0440182787989791,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterrecovering M,early,OTU,rC_vs_rM
820,OTU_117,1.17759676735378,0.315122576966412,3.73694826530725,0.000186267229622143,0.0197443263399471,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum intermedium,.clusterrecovering M,early,species,rC_vs_rM
821,OTU_121,0.362566063974625,0.184707341358804,1.96292178376559,0,0,TRUE,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,salinibacter,salinibacter spp.,.clusterrecovering M,early,species,rC_vs_rM
822,OTU_15,-2.70950728784187,0.296777657510695,-9.12975495045218,6.86545188069306e-20,7.82661514399009e-18,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterrecovering M,early,species,rC_vs_rM
823,OTU_18,1.74996412622524,0.277062140118171,6.31614310594314,2.68171736858314e-10,2.97670627912728e-08,TRUE,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas veronii,.clusterrecovering M,early,species,rC_vs_rM
824,OTU_180,0.322019553163808,0.172072306290825,1.87141998677901,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,.clusterrecovering M,early,species,rC_vs_rM
825,OTU_19,1.26158989754757,0.187217284968967,6.73864006604246,1.59875895195843e-11,1.79061002619344e-09,TRUE,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius,.clusterrecovering M,early,species,rC_vs_rM
826,OTU_210,-0.351323422237282,0.263130027549961,-1.33517039278452,0,0,TRUE,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,elizabethkingia,elizabethkingia meningoseptica,.clusterrecovering M,early,species,rC_vs_rM
827,OTU_22,-1.5798412994393,0.436371066932025,-3.62040799484398,0.000294138832264966,0.0305904385555564,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,.clusterrecovering M,early,species,rC_vs_rM
828,OTU_226,0.183390117051819,0.218780887691953,0.83823646108446,0,0,TRUE,bacteria,firmicutes,bacilli,lactobacillales,lactobacillaceae,lactobacillus,lactobacillus iners,.clusterrecovering M,early,species,rC_vs_rM
829,OTU_244,-0.153281370648726,0.210554454601391,-0.727989208012286,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella spp.,.clusterrecovering M,early,species,rC_vs_rM
